,agent1,agent2,agent3,agent4,agent5,agent6,agent7,agent8,agent9,agent10,agent11,agent12,agent13,agent14,agent15,agent16,agent17,agent18,agent19,agent20,agent21,agent22,agent23,agent24,agent25,agent26,agent27,agent28,agent29,agent30,agent31,agent32,agent33,agent34,agent35,agent36,agent37,agent38,agent39,agent40,agent41,agent42,agent43,agent44,agent45,agent46,agent47,agent48,agent49,agent50
ep11,15.0,8.0,8.0,13.0,10.0,9.0,11.0,18.0,8.0,8.0,9.0,12.0,5.0,8.0,18.0,7.0,11.0,8.0,5.0,9.0,8.0,6.0,14.0,9.0,13.0,7.0,12.0,17.0,11.0,6.0,12.0,11.0,18.0,8.0,10.0,6.0,6.0,8.0,12.0,12.0,10.0,11.0,11.0,9.0,5.0,5.0,10.0,8.0,8.0,11.0
ep12,7.0,9.0,15.0,16.0,5.0,11.0,10.0,6.0,13.0,13.0,12.0,15.0,5.0,7.0,11.0,7.0,16.0,17.0,11.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,11.0,5.0,7.0,9.0,8.0,9.0,10.0,5.0,13.0,14.0,16.0,15.0,9.0,9.0,19.0,13.0,7.0,8.0,11.0,7.0,10.0,9.0,6.0,12.0
ep13,7.0,19.0,9.0,9.0,17.0,6.0,9.0,10.0,9.0,11.0,7.0,7.0,10.0,5.0,9.0,7.0,9.0,8.0,12.0,9.0,14.0,9.0,12.0,5.0,9.0,7.0,8.0,9.0,5.0,10.0,11.0,9.0,7.0,9.0,6.0,9.0,5.0,8.0,11.0,12.0,10.0,13.0,14.0,16.0,7.0,15.0,13.0,10.0,10.0,6.0
ep14,9.0,13.0,7.0,9.0,14.0,5.0,9.0,9.0,15.0,9.0,10.0,18.0,9.0,8.0,11.0,9.0,10.0,9.0,7.0,10.0,16.0,9.0,8.0,9.0,9.0,15.0,10.0,9.0,15.0,7.0,11.0,11.0,13.0,12.0,13.0,10.0,9.0,7.0,7.0,7.0,10.0,7.0,10.0,9.0,9.0,7.0,11.0,8.0,7.0,7.0
ep15,11.0,7.0,10.0,12.0,9.0,14.0,7.0,9.0,11.0,10.0,6.0,9.0,13.0,7.0,5.0,15.0,11.0,9.0,14.0,15.0,8.0,9.0,17.0,9.0,13.0,5.0,9.0,13.0,10.0,7.0,9.0,9.0,11.0,15.0,9.0,11.0,9.0,13.0,15.0,6.0,14.0,5.0,10.0,15.0,9.0,5.0,10.0,11.0,17.0,13.0
ep16,12.0,7.0,6.0,10.0,9.0,13.0,10.0,8.0,7.0,17.0,7.0,7.0,11.0,7.0,9.0,15.0,6.0,9.0,7.0,13.0,9.0,9.0,8.0,15.0,11.0,10.0,12.0,12.0,13.0,11.0,7.0,11.0,14.0,10.0,12.0,7.0,14.0,13.0,21.0,12.0,11.0,10.0,8.0,10.0,5.0,8.0,10.0,6.0,5.0,10.0
ep17,10.0,6.0,12.0,7.0,9.0,5.0,10.0,21.0,13.0,15.0,14.0,11.0,17.0,12.0,16.0,7.0,17.0,9.0,13.0,13.0,11.0,9.0,11.0,9.0,14.0,6.0,5.0,7.0,11.0,9.0,15.0,15.0,5.0,12.0,9.0,8.0,12.0,12.0,9.0,9.0,11.0,13.0,5.0,7.0,7.0,15.0,9.0,5.0,10.0,11.0
ep18,13.0,10.0,11.0,7.0,13.0,13.0,11.0,10.0,5.0,13.0,12.0,11.0,12.0,14.0,9.0,17.0,10.0,14.0,10.0,7.0,6.0,12.0,16.0,12.0,9.0,9.0,10.0,14.0,10.0,11.0,11.0,7.0,12.0,10.0,8.0,11.0,10.0,5.0,13.0,12.0,10.0,10.0,12.0,6.0,13.0,11.0,7.0,11.0,9.0,10.0
ep19,9.0,16.0,12.0,11.0,9.0,13.0,7.0,13.0,10.0,18.0,15.0,19.0,12.0,10.0,16.0,9.0,15.0,8.0,11.0,11.0,10.0,10.0,10.0,10.0,19.0,12.0,15.0,9.0,8.0,5.0,7.0,18.0,9.0,10.0,12.0,10.0,9.0,11.0,9.0,5.0,7.0,8.0,9.0,7.0,9.0,13.0,5.0,10.0,12.0,11.0
ep20,9.0,16.0,9.0,9.0,9.0,5.0,14.0,7.0,7.0,7.0,12.0,9.0,11.0,9.0,8.0,9.0,6.0,12.0,13.0,9.0,7.0,9.0,5.0,9.0,11.0,7.0,12.0,8.0,13.0,7.0,12.0,9.0,11.0,16.0,7.0,7.0,5.0,10.0,11.0,7.0,17.0,6.0,10.0,7.0,8.0,12.0,17.0,10.0,12.0,8.0
ep21,8.0,8.0,9.0,7.0,17.0,5.0,9.0,7.0,7.0,16.0,10.0,16.0,7.0,11.0,12.0,10.0,7.0,8.0,7.0,13.0,11.0,5.0,13.0,10.0,9.0,13.0,9.0,9.0,5.0,6.0,13.0,11.0,10.0,9.0,7.0,17.0,6.0,11.0,15.0,7.0,10.0,7.0,7.0,6.0,5.0,8.0,8.0,7.0,6.0,7.0
ep22,13.0,14.0,8.0,7.0,11.0,6.0,6.0,6.0,9.0,6.0,5.0,15.0,8.0,9.0,5.0,7.0,7.0,16.0,6.0,11.0,15.0,13.0,17.0,13.0,13.0,11.0,7.0,15.0,11.0,20.0,17.0,13.0,12.0,6.0,11.0,12.0,9.0,14.0,11.0,7.0,9.0,10.0,11.0,10.0,11.0,13.0,12.0,12.0,9.0,13.0
ep23,7.0,17.0,12.0,9.0,5.0,11.0,11.0,10.0,15.0,18.0,7.0,7.0,9.0,10.0,12.0,14.0,8.0,13.0,7.0,13.0,12.0,13.0,8.0,15.0,11.0,12.0,13.0,11.0,7.0,13.0,6.0,9.0,5.0,13.0,12.0,7.0,14.0,12.0,9.0,15.0,7.0,11.0,16.0,15.0,12.0,14.0,10.0,9.0,13.0,15.0
ep24,7.0,13.0,11.0,10.0,7.0,9.0,11.0,11.0,9.0,10.0,11.0,5.0,12.0,9.0,9.0,11.0,7.0,16.0,12.0,11.0,7.0,11.0,7.0,12.0,7.0,6.0,9.0,16.0,14.0,10.0,11.0,11.0,10.0,12.0,12.0,10.0,10.0,7.0,10.0,13.0,11.0,11.0,13.0,7.0,5.0,10.0,15.0,11.0,7.0,8.0
ep25,11.0,5.0,5.0,13.0,17.0,9.0,8.0,15.0,9.0,9.0,8.0,8.0,11.0,5.0,10.0,11.0,10.0,13.0,5.0,17.0,13.0,8.0,11.0,14.0,8.0,11.0,11.0,12.0,12.0,7.0,17.0,8.0,11.0,11.0,5.0,5.0,12.0,6.0,7.0,19.0,14.0,7.0,13.0,10.0,10.0,10.0,8.0,13.0,19.0,11.0
ep26,5.0,5.0,7.0,7.0,8.0,12.0,5.0,7.0,12.0,17.0,13.0,8.0,5.0,8.0,8.0,12.0,13.0,7.0,9.0,11.0,9.0,6.0,7.0,12.0,7.0,5.0,8.0,13.0,13.0,9.0,17.0,7.0,8.0,9.0,12.0,5.0,8.0,15.0,10.0,15.0,15.0,9.0,11.0,15.0,9.0,5.0,10.0,11.0,8.0,8.0
ep27,13.0,9.0,6.0,9.0,7.0,11.0,9.0,14.0,9.0,12.0,8.0,7.0,12.0,7.0,15.0,7.0,8.0,13.0,10.0,5.0,9.0,7.0,5.0,14.0,5.0,10.0,13.0,14.0,5.0,9.0,19.0,9.0,17.0,9.0,14.0,7.0,5.0,5.0,13.0,14.0,15.0,10.0,9.0,7.0,7.0,5.0,12.0,17.0,6.0,7.0
ep28,5.0,6.0,7.0,10.0,12.0,14.0,11.0,6.0,10.0,7.0,10.0,10.0,13.0,10.0,9.0,9.0,9.0,16.0,10.0,7.0,5.0,11.0,13.0,11.0,16.0,5.0,12.0,10.0,9.0,9.0,10.0,8.0,7.0,18.0,15.0,14.0,12.0,8.0,9.0,9.0,7.0,9.0,7.0,20.0,13.0,13.0,10.0,6.0,13.0,14.0
ep29,10.0,8.0,13.0,7.0,13.0,12.0,12.0,7.0,15.0,8.0,10.0,11.0,12.0,13.0,9.0,14.0,9.0,9.0,9.0,6.0,7.0,10.0,11.0,7.0,8.0,11.0,8.0,5.0,14.0,11.0,10.0,8.0,8.0,10.0,9.0,9.0,15.0,9.0,13.0,7.0,10.0,11.0,5.0,15.0,5.0,13.0,9.0,5.0,11.0,5.0
ep30,10.0,10.0,7.0,13.0,5.0,10.0,11.0,8.0,12.0,9.0,5.0,10.0,7.0,5.0,15.0,9.0,8.0,11.0,7.0,6.0,13.0,13.0,9.0,5.0,19.0,13.0,8.0,11.0,11.0,9.0,5.0,5.0,9.0,9.0,11.0,6.0,11.0,8.0,14.0,7.0,17.0,14.0,7.0,10.0,16.0,15.0,8.0,7.0,10.0,16.0
ep31,15.0,9.0,16.0,9.0,9.0,12.0,9.0,9.0,9.0,5.0,13.0,13.0,14.0,10.0,10.0,13.0,5.0,17.0,10.0,12.0,8.0,7.0,9.0,8.0,9.0,9.0,16.0,13.0,14.0,11.0,12.0,13.0,9.0,10.0,5.0,7.0,7.0,16.0,7.0,5.0,11.0,10.0,9.0,7.0,13.0,9.0,5.0,5.0,9.0,14.0
ep32,10.0,9.0,13.0,10.0,9.0,9.0,8.0,7.0,10.0,14.0,8.0,13.0,5.0,10.0,7.0,6.0,5.0,13.0,14.0,10.0,13.0,7.0,12.0,12.0,9.0,13.0,9.0,12.0,7.0,10.0,12.0,14.0,10.0,11.0,9.0,10.0,11.0,10.0,6.0,15.0,5.0,16.0,8.0,5.0,15.0,10.0,10.0,9.0,7.0,13.0
ep33,11.0,17.0,8.0,13.0,12.0,14.0,7.0,12.0,17.0,10.0,6.0,10.0,9.0,11.0,7.0,6.0,12.0,19.0,14.0,15.0,12.0,7.0,11.0,5.0,8.0,7.0,11.0,9.0,11.0,9.0,9.0,10.0,10.0,11.0,9.0,5.0,6.0,11.0,17.0,9.0,8.0,6.0,6.0,7.0,13.0,8.0,7.0,13.0,7.0,9.0
ep34,11.0,13.0,8.0,7.0,6.0,5.0,8.0,6.0,9.0,16.0,13.0,9.0,18.0,13.0,11.0,9.0,10.0,13.0,5.0,6.0,10.0,13.0,12.0,10.0,10.0,9.0,9.0,15.0,14.0,12.0,7.0,18.0,9.0,9.0,8.0,8.0,9.0,7.0,12.0,9.0,13.0,9.0,5.0,11.0,13.0,7.0,12.0,11.0,10.0,10.0
ep35,22.0,8.0,6.0,17.0,7.0,5.0,9.0,9.0,10.0,11.0,14.0,7.0,7.0,6.0,14.0,6.0,10.0,9.0,5.0,12.0,13.0,9.0,7.0,7.0,11.0,8.0,5.0,9.0,20.0,10.0,8.0,10.0,11.0,9.0,10.0,14.0,10.0,5.0,12.0,15.0,13.0,5.0,11.0,8.0,9.0,13.0,8.0,7.0,5.0,7.0
ep36,9.0,11.0,14.0,14.0,8.0,9.0,9.0,9.0,5.0,10.0,10.0,12.0,15.0,7.0,8.0,7.0,9.0,12.0,7.0,13.0,7.0,8.0,14.0,15.0,12.0,5.0,9.0,13.0,15.0,16.0,5.0,8.0,10.0,8.0,9.0,10.0,8.0,9.0,10.0,8.0,14.0,7.0,9.0,14.0,16.0,12.0,13.0,14.0,14.0,5.0
ep37,9.0,10.0,10.0,8.0,15.0,12.0,5.0,15.0,9.0,18.0,5.0,11.0,8.0,14.0,5.0,9.0,8.0,9.0,14.0,5.0,5.0,7.0,8.0,8.0,14.0,15.0,20.0,10.0,15.0,8.0,10.0,8.0,12.0,15.0,9.0,11.0,9.0,7.0,8.0,13.0,11.0,16.0,10.0,6.0,11.0,7.0,11.0,8.0,12.0,9.0
ep38,6.0,14.0,14.0,10.0,7.0,11.0,11.0,10.0,10.0,9.0,12.0,12.0,9.0,9.0,12.0,12.0,12.0,11.0,7.0,5.0,7.0,15.0,12.0,11.0,12.0,13.0,9.0,6.0,9.0,12.0,5.0,5.0,7.0,14.0,10.0,7.0,11.0,12.0,7.0,5.0,5.0,6.0,14.0,11.0,8.0,7.0,6.0,15.0,12.0,13.0
ep39,9.0,7.0,7.0,15.0,15.0,12.0,11.0,5.0,10.0,10.0,17.0,8.0,8.0,15.0,5.0,7.0,13.0,7.0,12.0,5.0,10.0,11.0,14.0,14.0,13.0,7.0,11.0,18.0,12.0,15.0,11.0,10.0,14.0,10.0,7.0,11.0,5.0,5.0,12.0,9.0,10.0,5.0,9.0,12.0,5.0,21.0,7.0,9.0,9.0,5.0
ep40,10.0,9.0,5.0,5.0,5.0,8.0,10.0,18.0,17.0,5.0,11.0,6.0,7.0,16.0,9.0,12.0,13.0,11.0,10.0,13.0,7.0,9.0,9.0,10.0,17.0,5.0,17.0,6.0,17.0,9.0,13.0,8.0,8.0,13.0,6.0,5.0,10.0,7.0,11.0,12.0,13.0,12.0,17.0,7.0,8.0,14.0,10.0,7.0,11.0,5.0
ep41,12.0,8.0,8.0,6.0,15.0,8.0,14.0,7.0,5.0,11.0,16.0,20.0,13.0,9.0,12.0,17.0,7.0,10.0,11.0,9.0,16.0,12.0,6.0,10.0,11.0,9.0,9.0,7.0,5.0,11.0,11.0,9.0,11.0,9.0,7.0,10.0,11.0,12.0,5.0,6.0,5.0,10.0,5.0,10.0,12.0,15.0,13.0,5.0,11.0,12.0
ep42,6.0,8.0,5.0,5.0,6.0,11.0,6.0,7.0,14.0,9.0,14.0,6.0,7.0,9.0,16.0,15.0,7.0,11.0,11.0,15.0,13.0,12.0,7.0,12.0,7.0,11.0,5.0,9.0,5.0,12.0,8.0,9.0,14.0,7.0,12.0,11.0,10.0,9.0,5.0,8.0,5.0,16.0,8.0,6.0,10.0,9.0,10.0,8.0,8.0,9.0
ep43,8.0,11.0,11.0,15.0,11.0,9.0,15.0,12.0,15.0,11.0,9.0,15.0,5.0,10.0,11.0,12.0,9.0,8.0,9.0,13.0,13.0,11.0,14.0,9.0,5.0,9.0,7.0,6.0,5.0,5.0,14.0,10.0,9.0,8.0,11.0,9.0,10.0,11.0,12.0,19.0,10.0,5.0,5.0,11.0,13.0,14.0,8.0,13.0,6.0,7.0
ep44,14.0,13.0,13.0,7.0,14.0,5.0,11.0,10.0,10.0,9.0,11.0,6.0,9.0,18.0,7.0,15.0,12.0,11.0,7.0,9.0,8.0,11.0,7.0,7.0,19.0,13.0,5.0,10.0,13.0,7.0,5.0,12.0,10.0,12.0,7.0,14.0,8.0,11.0,15.0,7.0,11.0,7.0,5.0,7.0,14.0,5.0,17.0,12.0,9.0,8.0
ep45,15.0,5.0,12.0,11.0,9.0,11.0,5.0,10.0,5.0,5.0,13.0,12.0,5.0,7.0,9.0,6.0,10.0,8.0,8.0,6.0,7.0,10.0,15.0,11.0,6.0,9.0,11.0,5.0,12.0,5.0,11.0,11.0,7.0,9.0,10.0,5.0,11.0,9.0,11.0,13.0,7.0,7.0,7.0,7.0,5.0,8.0,10.0,5.0,15.0,7.0
ep46,8.0,7.0,12.0,13.0,11.0,13.0,11.0,11.0,9.0,10.0,5.0,8.0,6.0,8.0,9.0,7.0,20.0,8.0,11.0,9.0,7.0,9.0,6.0,9.0,7.0,9.0,12.0,15.0,15.0,12.0,8.0,8.0,9.0,7.0,9.0,8.0,7.0,5.0,10.0,15.0,16.0,9.0,16.0,12.0,9.0,10.0,5.0,10.0,11.0,11.0
ep47,11.0,12.0,9.0,8.0,6.0,12.0,8.0,11.0,15.0,11.0,8.0,6.0,18.0,6.0,9.0,5.0,14.0,7.0,13.0,16.0,14.0,14.0,11.0,8.0,9.0,14.0,20.0,8.0,11.0,20.0,11.0,14.0,11.0,6.0,7.0,11.0,6.0,9.0,10.0,9.0,8.0,6.0,11.0,11.0,15.0,16.0,7.0,13.0,10.0,15.0
ep48,7.0,9.0,7.0,17.0,13.0,7.0,7.0,9.0,14.0,10.0,9.0,5.0,12.0,10.0,11.0,15.0,17.0,8.0,7.0,7.0,8.0,12.0,16.0,16.0,9.0,10.0,10.0,9.0,5.0,16.0,11.0,11.0,16.0,11.0,5.0,9.0,13.0,9.0,7.0,19.0,10.0,7.0,10.0,7.0,14.0,14.0,8.0,20.0,9.0,9.0
ep49,17.0,9.0,12.0,15.0,13.0,14.0,13.0,9.0,12.0,12.0,7.0,9.0,6.0,11.0,11.0,6.0,12.0,14.0,10.0,12.0,9.0,11.0,9.0,9.0,7.0,7.0,12.0,7.0,9.0,10.0,11.0,7.0,10.0,11.0,7.0,8.0,6.0,13.0,5.0,8.0,10.0,5.0,9.0,7.0,9.0,13.0,8.0,13.0,7.0,11.0
ep50,8.0,12.0,14.0,9.0,7.0,10.0,6.0,11.0,6.0,11.0,11.0,7.0,5.0,8.0,10.0,13.0,11.0,9.0,12.0,11.0,13.0,13.0,10.0,11.0,5.0,9.0,6.0,12.0,16.0,7.0,14.0,13.0,11.0,6.0,14.0,13.0,11.0,6.0,16.0,7.0,8.0,7.0,10.0,13.0,7.0,17.0,12.0,5.0,13.0,6.0
ep51,7.0,9.0,9.0,9.0,11.0,13.0,13.0,7.0,13.0,11.0,11.0,9.0,9.0,10.0,6.0,11.0,5.0,6.0,11.0,5.0,14.0,5.0,15.0,9.0,12.0,6.0,18.0,8.0,9.0,12.0,13.0,10.0,11.0,10.0,8.0,5.0,9.0,12.0,5.0,9.0,7.0,11.0,12.0,5.0,9.0,15.0,15.0,12.0,9.0,7.0
ep52,9.0,8.0,10.0,7.0,11.0,7.0,5.0,9.0,15.0,10.0,5.0,8.0,9.0,9.0,14.0,13.0,8.0,7.0,9.0,9.0,9.0,11.0,10.0,9.0,12.0,10.0,14.0,5.0,5.0,13.0,10.0,9.0,10.0,7.0,7.0,15.0,10.0,10.0,8.0,8.0,5.0,7.0,5.0,10.0,12.0,9.0,6.0,12.0,9.0,11.0
ep53,5.0,11.0,9.0,9.0,5.0,10.0,5.0,15.0,15.0,5.0,7.0,11.0,11.0,10.0,13.0,7.0,7.0,10.0,11.0,7.0,7.0,11.0,10.0,13.0,5.0,5.0,17.0,11.0,8.0,9.0,9.0,10.0,11.0,8.0,10.0,12.0,11.0,17.0,8.0,14.0,5.0,9.0,8.0,12.0,9.0,5.0,7.0,11.0,10.0,14.0
ep54,11.0,9.0,11.0,5.0,8.0,16.0,8.0,13.0,15.0,5.0,16.0,5.0,7.0,6.0,9.0,12.0,14.0,13.0,8.0,7.0,11.0,12.0,9.0,12.0,11.0,13.0,10.0,8.0,6.0,8.0,13.0,13.0,7.0,5.0,5.0,10.0,14.0,9.0,13.0,11.0,15.0,11.0,9.0,7.0,7.0,12.0,18.0,6.0,9.0,7.0
ep55,9.0,8.0,12.0,12.0,8.0,20.0,5.0,11.0,12.0,7.0,9.0,10.0,18.0,9.0,10.0,17.0,8.0,7.0,8.0,11.0,9.0,9.0,14.0,7.0,5.0,10.0,9.0,7.0,5.0,12.0,9.0,18.0,7.0,7.0,10.0,10.0,9.0,7.0,8.0,9.0,10.0,6.0,17.0,7.0,13.0,10.0,10.0,10.0,5.0,12.0
ep56,11.0,9.0,11.0,7.0,9.0,8.0,11.0,9.0,12.0,8.0,9.0,11.0,7.0,11.0,15.0,5.0,8.0,9.0,11.0,8.0,7.0,10.0,14.0,14.0,10.0,7.0,7.0,11.0,18.0,5.0,12.0,19.0,7.0,9.0,6.0,15.0,12.0,7.0,9.0,10.0,9.0,11.0,13.0,11.0,9.0,10.0,5.0,17.0,9.0,11.0
ep57,10.0,8.0,9.0,11.0,11.0,8.0,8.0,9.0,9.0,8.0,10.0,9.0,12.0,7.0,11.0,7.0,5.0,8.0,6.0,10.0,7.0,10.0,5.0,16.0,5.0,16.0,7.0,15.0,10.0,7.0,14.0,12.0,10.0,6.0,10.0,16.0,12.0,9.0,7.0,10.0,14.0,5.0,14.0,18.0,9.0,9.0,13.0,10.0,10.0,13.0
ep58,15.0,6.0,7.0,8.0,10.0,13.0,7.0,11.0,7.0,6.0,8.0,11.0,8.0,13.0,9.0,14.0,9.0,11.0,10.0,7.0,5.0,10.0,13.0,21.0,19.0,16.0,7.0,13.0,5.0,17.0,13.0,9.0,5.0,8.0,14.0,7.0,9.0,15.0,7.0,18.0,10.0,7.0,7.0,9.0,6.0,9.0,7.0,5.0,14.0,11.0
ep59,16.0,9.0,9.0,15.0,7.0,13.0,14.0,7.0,8.0,12.0,9.0,15.0,11.0,7.0,12.0,9.0,12.0,15.0,10.0,10.0,7.0,13.0,12.0,10.0,5.0,12.0,9.0,9.0,12.0,9.0,11.0,7.0,10.0,9.0,6.0,7.0,15.0,12.0,11.0,18.0,12.0,7.0,9.0,11.0,10.0,6.0,10.0,10.0,11.0,7.0
ep60,10.0,10.0,7.0,11.0,9.0,9.0,12.0,7.0,8.0,6.0,12.0,7.0,7.0,7.0,9.0,5.0,9.0,6.0,13.0,8.0,11.0,16.0,5.0,5.0,14.0,12.0,7.0,15.0,14.0,7.0,13.0,7.0,9.0,11.0,6.0,11.0,8.0,11.0,11.0,7.0,16.0,11.0,12.0,10.0,7.0,10.0,8.0,5.0,5.0,8.0
ep61,12.0,6.0,5.0,8.0,12.0,8.0,9.0,9.0,10.0,20.0,7.0,5.0,10.0,8.0,8.0,9.0,9.0,5.0,9.0,10.0,5.0,16.0,5.0,8.0,10.0,7.0,7.0,9.0,7.0,7.0,14.0,14.0,19.0,12.0,7.0,5.0,12.0,7.0,8.0,10.0,14.0,11.0,14.0,12.0,11.0,7.0,12.0,5.0,7.0,9.0
ep62,14.0,7.0,7.0,11.0,10.0,6.0,15.0,7.0,12.0,9.0,15.0,9.0,7.0,6.0,7.0,16.0,5.0,15.0,13.0,7.0,13.0,14.0,9.0,11.0,5.0,7.0,9.0,7.0,12.0,12.0,15.0,15.0,5.0,15.0,10.0,13.0,8.0,15.0,7.0,14.0,16.0,9.0,11.0,5.0,8.0,16.0,7.0,8.0,7.0,17.0
ep63,5.0,15.0,13.0,5.0,5.0,14.0,13.0,7.0,13.0,12.0,9.0,9.0,7.0,9.0,11.0,9.0,10.0,12.0,11.0,5.0,13.0,17.0,7.0,9.0,17.0,7.0,7.0,9.0,9.0,10.0,5.0,12.0,9.0,9.0,20.0,8.0,13.0,11.0,12.0,8.0,13.0,10.0,13.0,16.0,14.0,9.0,11.0,13.0,11.0,6.0
ep64,14.0,10.0,8.0,5.0,5.0,6.0,6.0,8.0,9.0,6.0,11.0,14.0,7.0,13.0,5.0,5.0,11.0,9.0,12.0,15.0,6.0,11.0,7.0,5.0,11.0,5.0,14.0,6.0,10.0,6.0,12.0,7.0,7.0,9.0,5.0,5.0,14.0,11.0,5.0,21.0,13.0,10.0,8.0,12.0,11.0,7.0,5.0,9.0,14.0,14.0
ep65,10.0,5.0,8.0,7.0,9.0,8.0,7.0,7.0,9.0,8.0,14.0,11.0,12.0,11.0,9.0,9.0,8.0,11.0,7.0,7.0,14.0,5.0,10.0,12.0,7.0,8.0,6.0,13.0,13.0,9.0,14.0,14.0,6.0,10.0,15.0,13.0,13.0,10.0,6.0,12.0,9.0,8.0,10.0,5.0,13.0,13.0,5.0,10.0,13.0,5.0
ep66,13.0,10.0,5.0,10.0,5.0,7.0,7.0,17.0,10.0,9.0,15.0,7.0,9.0,7.0,9.0,11.0,9.0,9.0,13.0,13.0,7.0,8.0,14.0,8.0,12.0,7.0,12.0,9.0,10.0,16.0,13.0,12.0,9.0,9.0,11.0,5.0,12.0,6.0,6.0,9.0,6.0,10.0,8.0,5.0,5.0,9.0,8.0,11.0,8.0,14.0
